Date,Year,Month,Details,Income,Spending,Category,Source,Currency
08/06/2023,2023,6,JYSK,10,,Furniture,BOI,EUR
08/06/2023,2023,6,LIDL,,4.77,Supermarket,BOI,EUR
09/06/2023,2023,6,Laya,,97.7,Insurance,BOI,EUR
09/06/2023,2023,6,Laya,,77.7,Insurance,BOI,EUR
12/06/2023,2023,6,Barry and B,,17,Meal,BOI,EUR
12/06/2023,2023,6,Centra,,5.8,Meal,BOI,EUR
12/06/2023,2023,6,Dundrum carpark,,3.3,Parking,BOI,EUR
12/06/2023,2023,6,Dunnes,,21.77,Supermarket,BOI,EUR
12/06/2023,2023,6,GINO's ITAL,,7.2,Meal,BOI,EUR
12/06/2023,2023,6,JYSK,,20.5,Furniture,BOI,EUR
12/06/2023,2023,6,KSG UCD,,15.9,Meal,BOI,EUR
12/06/2023,2023,6,M&S,,5.72,Supermarket,BOI,EUR
12/06/2023,2023,6,Tesco,,9.09,Supermarket,BOI,EUR
14/06/2023,2023,6,Caterworld,,26.5,Supermarket,BOI,EUR
14/06/2023,2023,6,Lidl,,12.08,Supermarket,BOI,EUR
14/06/2023,2023,6,Lidl,,29.99,Supermarket,BOI,EUR
14/06/2023,2023,6,Lidl,,4.57,Supermarket,BOI,EUR
14/06/2023,2023,6,Mcdonalds,,13.1,Meal,BOI,EUR
14/06/2023,2023,6,Mcdonalds,,8.6,Meal,BOI,EUR
14/06/2023,2023,6,SP SchoolBoo,,403.03,Books,BOI,EUR
14/06/2023,2023,6,Toogoodtogo,,3.99,Meal,BOI,EUR
14/06/2023,2023,6,Wan Hoi Y,,300,Transfer,BOI,EUR
15/06/2023,2023,6,Dunnes,,21.05,Supermarket,BOI,EUR
15/06/2023,2023,6,Lidl,,1.47,Supermarket,BOI,EUR
15/06/2023,2023,6,Spar,,7.49,Supermarket,BOI,EUR
16/06/2023,2023,6,Amazon pillow,,17.71,Furniture,BOI,EUR
16/06/2023,2023,6,Cheque refund by First Ireland,24.03,,Insurance,BOI,EUR
19/06/2023,2023,6,Airport parking,,3,Parking,BOI,EUR
19/06/2023,2023,6,Avoca,,9.5,Meal,BOI,EUR
19/06/2023,2023,6,Avoca,,17.95,Meal,BOI,EUR
19/06/2023,2023,6,Circle K,,15,Supermarket,BOI,EUR
19/06/2023,2023,6,Coffee and CR,,4.5,Meal,BOI,EUR
19/06/2023,2023,6,Dunnes,,13.85,Supermarket,BOI,EUR
19/06/2023,2023,6,Dunnes,,7.7,Supermarket,BOI,EUR
19/06/2023,2023,6,Dunnes,,22.89,Supermarket,BOI,EUR
19/06/2023,2023,6,Dunnes,,19.1,Supermarket,BOI,EUR
19/06/2023,2023,6,JYSK,22.5,,Furniture,BOI,EUR
19/06/2023,2023,6,Leap Card,,5,Transport,BOI,EUR
19/06/2023,2023,6,Leap Card,,10,Transport,BOI,EUR
19/06/2023,2023,6,Lidl,,1.72,Supermarket,BOI,EUR
19/06/2023,2023,6,Lidl,,12.24,Supermarket,BOI,EUR
20/06/2023,2023,6,Dunnes,,11.95,Meal,BOI,EUR
20/06/2023,2023,6,Dunnes,,90,Clothing,BOI,EUR
20/06/2023,2023,6,Dunnes,,11.95,Meal,BOI,EUR
20/06/2023,2023,6,Dunnes,,22.94,Supermarket,BOI,EUR
20/06/2023,2023,6,Dunnes,,7.25,Supermarket,BOI,EUR
21/06/2023,2023,6,POSC20JUN GRAFTON CAR,,12,Parking,BOI,EUR
21/06/2023,2023,6,POSC20JUN Ka Shing,,86.8,Meal,BOI,EUR
21/06/2023,2023,6,POSC20JUN LADUREE,,9,Meal,BOI,EUR
22/06/2023,2023,6,POS21JUN CARCHARGER E,,10,EV Charge,BOI,EUR
22/06/2023,2023,6,POSC21JUN BEAR MARKET,,1.5,Meal,BOI,EUR
22/06/2023,2023,6,POSC21JUN CUNNINGHAM,,19,Meal,BOI,EUR
22/06/2023,2023,6,POSC21JUN CUNNINGHAM,,13.4,Meal,BOI,EUR
22/06/2023,2023,6,POSC21JUN Decathlon B,,15,Furniture,BOI,EUR
22/06/2023,2023,6,POSC21JUN DUBLIN AIRP,,3,Parking,BOI,EUR
22/06/2023,2023,6,POSC21JUN DUBLIN ZOO,,102.5,Entertainment,BOI,EUR
22/06/2023,2023,6,POSC21JUN SSP UK LTD,,2.8,Meal,BOI,EUR
23/06/2023,2023,6,POSC22JUN DUNNES CORN,,41.28,Supermarket,BOI,EUR
26/06/2023,2023,6,POSC24JUN DEALZ 1698,,3.25,Supermarket,BOI,EUR
26/06/2023,2023,6,POSC24JUN LIDL IRELAN,,4.31,Supermarket,BOI,EUR
26/06/2023,2023,6,POSC24JUN LIDL IRELAN,,4.38,Supermarket,BOI,EUR
26/06/2023,2023,6,POSC24JUN TESCO STORE,,1.84,Supermarket,BOI,EUR
26/06/2023,2023,6,POSC24JUN Tonys Asian,,15.9,Supermarket,BOI,EUR
27/06/2023,2023,6,POS26JUN LEAP CARD AP,,5,Transport,BOI,EUR
27/06/2023,2023,6,POSC26JUN DUNNES CORN,,20.39,Supermarket,BOI,EUR
28/06/2023,2023,6,POS27JUN Liberty Insu,,480.69,Insurance,BOI,EUR
29/06/2023,2023,6,POS28JUN DUN LAOGHAIR (complain letter),,20,License,BOI,EUR
29/06/2023,2023,6,POSC28JUN DUNNES BEAC,,11.97,Supermarket,BOI,EUR
29/06/2023,2023,6,POSC28JUN DUNNES BEAC,,22.55,Supermarket,BOI,EUR
29/06/2023,2023,6,POSC28JUN JYSK SANDYF,17.69,,Furniture,BOI,EUR
30/06/2023,2023,6,amazon osmo * 2,,179.78,Furniture,BOI,EUR
30/06/2023,2023,6,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
30/06/2023,2023,6,POSC29JUN Tonys Asian,,50.9,Supermarket,BOI,EUR
03/07/2023,2023,7,POS01JUL SP COACH HIR,,20,Parking,BOI,EUR
03/07/2023,2023,7,POSC02JUL Decathlon B,,200,Furniture,BOI,EUR
03/07/2023,2023,7,POSC02JUL IKEA IRELAN,,22.3,Furniture,BOI,EUR
03/07/2023,2023,7,POSC30JUN JJ DARBOVEN,,6.5,supermarket,BOI,EUR
03/07/2023,2023,7,POSC30JUN TESCO STORE,,13.43,supermarket,BOI,EUR
04/07/2023,2023,7,amazon electric socket,,80.22,Electrical Appliances,BOI,EUR
04/07/2023,2023,7,V960358415040723FA SP,1920,,Child Benefit,BOI,EUR
05/07/2023,2023,7,POSC04JUL ICHIBAN RAM,,53.5,meal,BOI,EUR
06/07/2023,2023,7,POSC05JUL DUNNES CORN,,21.8,supermarket,BOI,EUR
07/07/2023,2023,7,365 Online LAU K & C,,12.95,supermarket,BOI,EUR
07/07/2023,2023,7,Laya Healthca SEPA DD,,77.7,Insurance,BOI,EUR
07/07/2023,2023,7,Laya Healthca SEPA DD,,97.7,Insurance,BOI,EUR
07/07/2023,2023,7,POSC06JUL ASIA MARKET,,70.43,supermarket,BOI,EUR
10/07/2023,2023,7,Vodafone Irel SEPA DD,,41.73,Mobile,BOI,EUR
11/07/2023,2023,7,365 Online LAU K & C,,39.6,meal,BOI,EUR
11/07/2023,2023,7,Amazon mower,,123.01,Electrical Appliances,BOI,EUR
11/07/2023,2023,7,Amazon silicon dealant,,10.86,Furniture,BOI,EUR
11/07/2023,2023,7,POSC07JUL AN POST-OFF,,1.35,Postal,BOI,EUR
11/07/2023,2023,7,POSC10JUL DUNNES CORN,,20.04,supermarket,BOI,EUR
11/07/2023,2023,7,POSC10JUL TESCO STORE,,22.38,supermarket,BOI,EUR
13/07/2023,2023,7,POS11JUL RATHWOOD HOM,,32.95,meal,BOI,EUR
14/07/2023,2023,7,POS13JUL PARK RITE,,7,Parking,BOI,EUR
14/07/2023,2023,7,POSC13JUL CIRCLE K BA,,35.89,Fuel,BOI,EUR
14/07/2023,2023,7,POSC13JUL MCDONALDS70,,5.4,meal,BOI,EUR
14/07/2023,2023,7,POSC13JUL MCDONALDS70,,4.6,meal,BOI,EUR
14/07/2023,2023,7,POSC13JUL MR PRICE,,1.99,supermarket,BOI,EUR
14/07/2023,2023,7,POSC13JUL PENNEYS TAL,,6.8,supermarket,BOI,EUR
14/07/2023,2023,7,POSC13JUL TESCO STORE,,30.91,supermarket,BOI,EUR
17/07/2023,2023,7,365 Online LEE O & T,22.85,,supermarket,BOI,EUR
17/07/2023,2023,7,POSC13JUL THE SQUARE,,1,parking,BOI,EUR
17/07/2023,2023,7,POSC14JUL ASIA MARKET,,22.85,supermarket,BOI,EUR
17/07/2023,2023,7,POSC14JUL ASIA MARKET,,13.15,supermarket,BOI,EUR
17/07/2023,2023,7,POSC14JUL DUNNES ILAC,,20.09,supermarket,BOI,EUR
17/07/2023,2023,7,POSC14JUL EATOKYO SUS,,66.7,meal,BOI,EUR
17/07/2023,2023,7,POSC16JUL LIDL IRELAN,,7.17,supermarket,BOI,EUR
17/07/2023,2023,7,POSC16JUL LIDL IRELAN,,30.63,supermarket,BOI,EUR
18/07/2023,2023,7,365 Online Alexandr,,20000,School,BOI,EUR
18/07/2023,2023,7,365 Online Alexandr,,814,School,BOI,EUR
18/07/2023,2023,7,POSC17JUL The Green K,,37.4,Meal,BOI,EUR
19/07/2023,2023,7,POS18JUL PROMETRIC,,45,License,BOI,EUR
19/07/2023,2023,7,POSC18JUL ALDI 11 872,,8.75,supermarket,BOI,EUR
19/07/2023,2023,7,POSC18JUL JJ DARBOVEN,,6.5,supermarket,BOI,EUR
19/07/2023,2023,7,POSC18JUL RUSHE'S SUP,,9,supermarket,BOI,EUR
19/07/2023,2023,7,POSC18JUL SUSHIDA DUN,,39,Meal,BOI,EUR
19/07/2023,2023,7,POSC18JUL TESCO STORE,,20.71,supermarket,BOI,EUR
19/07/2023,2023,7,POSC18JUL UTS TECHNOL,,4,Parking,BOI,EUR
20/07/2023,2023,7,amazon books and wood filler,,12.44,Furniture,BOI,EUR
24/07/2023,2023,7,POSC21JUL DEALZ 1633,,5,supermarket,BOI,EUR
24/07/2023,2023,7,POSC21JUL DUNNES CORN,,22.63,supermarket,BOI,EUR
24/07/2023,2023,7,POSC21JUL HOWARDS WAY,,48.7,Meal,BOI,EUR
24/07/2023,2023,7,POSC21JUL K & C GARAG,,233.06,Car Maintenance,BOI,EUR
24/07/2023,2023,7,POSC21JUL LIDL IRELAN,,6.88,supermarket,BOI,EUR
24/07/2023,2023,7,POSC21JUL LIDL IRELAN,,1.38,supermarket,BOI,EUR
24/07/2023,2023,7,POSC21JUL TRESPASS,,194.97,Clothing,BOI,EUR
24/07/2023,2023,7,POSC23JUL TESCO STORE,,20.27,supermarket,BOI,EUR
25/07/2023,2023,7,POS24JUL KILMAINHAM G,,20,Entertainment,BOI,EUR
25/07/2023,2023,7,POSC21JUL AN POST-OFF,,2.2,Postal,BOI,EUR
25/07/2023,2023,7,POSC24JUL KFC CARRICK,,7.6,Meal,BOI,EUR
25/07/2023,2023,7,POSC24JUL KFC CARRICK,,9.65,Meal,BOI,EUR
26/07/2023,2023,7,POSC25JUL AVOCA SUGAR,,64.25,Meal,BOI,EUR
26/07/2023,2023,7,POSC25JUL DR MARIA BO,,65,Doctor,BOI,EUR
28/07/2023,2023,7,365 Online WAN HOI Y,,500,Transfer,BOI,EUR
28/07/2023,2023,7,POSC27JUL Decathlon B,,59,Clothing,BOI,EUR
28/07/2023,2023,7,POSC27JUL DUNNES CORN,,20.01,supermarket,BOI,EUR
28/07/2023,2023,7,POSC27JUL IKEA IRELAN,,19.75,Furniture,BOI,EUR
28/07/2023,2023,7,POSC27JUL UTS TECHNOL,,3.6,Parking,BOI,EUR
31/07/2023,2023,7,365 Online FUNG SUK,,72.6,Transfer,BOI,EUR
31/07/2023,2023,7,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
31/07/2023,2023,7,POS29JUL DLR LEISURE,,15,Entertainment,BOI,EUR
31/07/2023,2023,7,POSC29JUL KOREAN TABL,,58.5,Meal,BOI,EUR
31/07/2023,2023,7,POSC29JUL LIDL IRELAN,,2.96,supermarket,BOI,EUR
31/07/2023,2023,7,POSC29JUL LIDL IRELAN,,3.12,supermarket,BOI,EUR
01/08/2023,2023,8,LHC-OP0731 6932814CTO,14,,Doctor,BOI,EUR
01/08/2023,2023,8,V960358415010823FA SP,140,,Child Benefit,BOI,EUR
02/08/2023,2023,8,POSC01AUG DUNNES CORN,,20.8,supermarket,BOI,EUR
02/08/2023,2023,8,POSC01AUG TESCO STORE,,1.58,supermarket,BOI,EUR
03/08/2023,2023,8,ELECTRIC IREL SEPA DD,,367.06,Electricity,BOI,EUR
03/08/2023,2023,8,POS01AUG ONLINE MOTOR,,140,License,BOI,EUR
04/08/2023,2023,8,Laya Healthca SEPA DD,,77.7,Insurance,BOI,EUR
04/08/2023,2023,8,Laya Healthca SEPA DD,,97.7,Insurance,BOI,EUR
04/08/2023,2023,8,POSC03AUG LIDL IRELAN,,3.23,supermarket,BOI,EUR
04/08/2023,2023,8,POSC03AUG LIDL IRELAN,,4.32,supermarket,BOI,EUR
05/08/2023,2023,8,04AUG DUNNES CORNELS,,16.01,supermarket,BOI,EUR
08/08/2023,2023,8,POSC04AUG DUNNES CORN,,16.01,supermarket,BOI,EUR
08/08/2023,2023,8,POSC06AUG ADIDAS IREL,,75.6,Clothing,BOI,EUR
08/08/2023,2023,8,POSC06AUG TESCO STORE,,5.24,supermarket,BOI,EUR
08/08/2023,2023,8,POSC07AUG BOOTS RETAI,,16.48,supermarket,BOI,EUR
08/08/2023,2023,8,POSC07AUG HEATONS,,16,Clothing,BOI,EUR
08/08/2023,2023,8,POSC07AUG MCDONALDS70,,2,Meal,BOI,EUR
08/08/2023,2023,8,POSC07AUG PEPCO - 235,,1.5,supermarket,BOI,EUR
08/08/2023,2023,8,Vodafone Irel SEPA DD,,102.88,Mobile,BOI,EUR
09/08/2023,2023,8,POSC08AUG SUMUP *MIC,,160,Unknown,BOI,EUR
09/08/2023,2023,8,POSC08AUG TESCO STORE,,14.32,supermarket,BOI,EUR
11/08/2023,2023,8,POSC10AUG DUNNES CORN,,22.54,supermarket,BOI,EUR
14/08/2023,2023,8,365 Online WAN HOI Y,,2000,Transfer,BOI,EUR
14/08/2023,2023,8,ATMD 14AUG BOI 902725,,2000,Garden,BOI,EUR
14/08/2023,2023,8,ATMD 14AUG BOI 902725,,1300,Garden,BOI,EUR
14/08/2023,2023,8,ATMD 14AUG BOI 902725,,700,Garden,BOI,EUR
14/08/2023,2023,8,POSC11AUG JOHNNIE FOX,,175.4,Meal,BOI,EUR
14/08/2023,2023,8,POSC11AUG LIDL IRELAN,,1.72,supermarket,BOI,EUR
14/08/2023,2023,8,POSC11AUG LIDL IRELAN,,3.36,supermarket,BOI,EUR
14/08/2023,2023,8,POSC13AUG CIRCLE K EG,,58.29,Fuel,BOI,EUR
14/08/2023,2023,8,POSC13AUG DUNNES CORN,,20.53,supermarket,BOI,EUR
15/08/2023,2023,8,POSC13AUG PJ O HARE S,,71.8,Meal,BOI,EUR
16/08/2023,2023,8,POSC15AUG DUNNES CORN,,20.67,supermarket,BOI,EUR
18/08/2023,2023,8,POSC17AUG LIDL IRELAN,,13.84,supermarket,BOI,EUR
18/08/2023,2023,8,POSC17AUG LIDL IRELAN,,33.14,supermarket,BOI,EUR
21/08/2023,2023,8,365 Online MERCER VA,,487.32,Management Fee,BOI,EUR
21/08/2023,2023,8,POS18AUG SHEIN.COM,,47.31,Clothing,BOI,EUR
21/08/2023,2023,8,POSC20AUG DUNNES CORN,,20.22,supermarket,BOI,EUR
21/08/2023,2023,8,POSC20AUG LEOPARDSTOW,,30,Entertainment,BOI,EUR
23/08/2023,2023,8,POS22AUG APPLE.COM/BI,,9.99,Subscription,BOI,EUR
23/08/2023,2023,8,POSC22AUG DUNNES CORN,,20.38,supermarket,BOI,EUR
24/08/2023,2023,8,POS23AUG PARK RITE,,7,Parking,BOI,EUR
25/08/2023,2023,8,amazon violin rosin,,5.5,Tool,BOI,EUR
25/08/2023,2023,8,POSC24AUG BULLET DUCK,,40.5,Meal,BOI,EUR
25/08/2023,2023,8,POSC24AUG DUNNES CORN,,24.08,supermarket,BOI,EUR
26/08/2023,2023,8,amazon transformer,,34.01,Electrical Appliances,BOI,EUR
28/08/2023,2023,8,365 Online Peter Ca,,1000,Garden,BOI,EUR
28/08/2023,2023,8,365 Online Peter Ca,,620,Garden,BOI,EUR
28/08/2023,2023,8,POSC26AUG DUNNES CORN,,21.17,supermarket,BOI,EUR
28/08/2023,2023,8,POSC26AUG DUNNES CORN,,3.99,supermarket,BOI,EUR
28/08/2023,2023,8,POSC27AUG Ka Shing,,52,Meal,BOI,EUR
28/08/2023,2023,8,POSC27AUG WWW.PARKING,,1.5,Parking,BOI,EUR
29/08/2023,2023,8,POS28AUG EASONS,,20.68,Stationaries,BOI,EUR
29/08/2023,2023,8,POSC28AUG DUNNES CORN,,20.23,supermarket,BOI,EUR
30/08/2023,2023,8,amazon camera,,47.48,Electrical Appliances,BOI,EUR
30/08/2023,2023,8,POSC28AUG AN POST-OFF,,20,Postal,BOI,EUR
31/08/2023,2023,8,365 Online Peter Ca,,700,Garden,BOI,EUR
31/08/2023,2023,8,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
01/09/2023,2023,9,POSC31AUG 0557 LIDL P,,6.82,supermarket,BOI,EUR
01/09/2023,2023,9,POSC31AUG 0557 LIDL P,,12.71,supermarket,BOI,EUR
01/09/2023,2023,9,POSC31AUG DUNNES CORN,,7.98,supermarket,BOI,EUR
02/09/2023,2023,9,02SEP DUNNES CORNELS,,21.28,supermarket,BOI,EUR
02/09/2023,2023,9,02SEP RAMEN CO,,44,Meal,BOI,EUR
03/09/2023,2023,9,"amazon doorbell, cable speaker etc",,137.13,electrical Appliances,BOI,EUR
04/09/2023,2023,9,POSC02SEP DUNNES CORN,,21.28,supermarket,BOI,EUR
04/09/2023,2023,9,POSC02SEP RAMEN CO,,44,Meal,BOI,EUR
05/09/2023,2023,9,ATMD 05SEP BOI 902725,,500,Transfer,BOI,EUR
05/09/2023,2023,9,V960358415050923FA SP,140,,Child Benefit,BOI,EUR
06/09/2023,2023,9,365 Online LAU K & C,37,,Transfer,BOI,EUR
06/09/2023,2023,9,POSC05SEP DUNNES CORN,,21.06,supermarket,BOI,EUR
06/09/2023,2023,9,POSC05SEP THE VANILLA,,42.3,Meal,BOI,EUR
06/09/2023,2023,9,POSC05SEP Woodies DIY,,36.99,Transfer,BOI,EUR
08/09/2023,2023,9,Laya Healthca SEPA DD,,77.7,Insurance,BOI,EUR
08/09/2023,2023,9,Laya Healthca SEPA DD,,97.7,Insurance,BOI,EUR
08/09/2023,2023,9,POSC07SEP LIDL IRELAN,,17.14,supermarket,BOI,EUR
08/09/2023,2023,9,POSC07SEP LIDL IRELAN,,10.42,supermarket,BOI,EUR
08/09/2023,2023,9,POSC07SEP TESCO STORE,,3,supermarket,BOI,EUR
08/09/2023,2023,9,POSC07SEP TESCO STORE,,21.69,supermarket,BOI,EUR
11/09/2023,2023,9,POSC07SEP AN POST-OFF,,17.5,Postal,BOI,EUR
11/09/2023,2023,9,POSC09SEP DUNNES CORN,,20.21,supermarket,BOI,EUR
11/09/2023,2023,9,Vodafone Irel SEPA DD,,112.97,Mobile,BOI,EUR
12/09/2023,2023,9,POS11SEP CARCHARGER E,,10,EV Charge,BOI,EUR
12/09/2023,2023,9,POSC11SEP IKEA IRELAN,,16.5,Meal,BOI,EUR
13/09/2023,2023,9,365 Online WU WING L,,18.15,Meal,BOI,EUR
13/09/2023,2023,9,amazon sprinkler,,9.25,Furniture,BOI,EUR
14/09/2023,2023,9,POSC13SEP BESHOFFS TH,,6,Meal,BOI,EUR
15/09/2023,2023,9,amazon solar light,,19.68,electrical Appliances,BOI,EUR
16/09/2023,2023,9,amazon books,,8.92,Furniture,BOI,EUR
16/09/2023,2023,9,amazon hose,,4.78,Furniture,BOI,EUR
18/09/2023,2023,9,365 Online LAU K & C,,37,Transfer,BOI,EUR
18/09/2023,2023,9,365 Online LAU K & C,,16.5,supermarket,BOI,EUR
18/09/2023,2023,9,POS17SEP LEAP CARD AP,,10,Transport,BOI,EUR
18/09/2023,2023,9,POSC15SEP 0966 LIDL D,,22.69,supermarket,BOI,EUR
18/09/2023,2023,9,POSC15SEP DUNNES CORN,,21.97,supermarket,BOI,EUR
18/09/2023,2023,9,POSC15SEP DUNNES CORN,,9.55,supermarket,BOI,EUR
18/09/2023,2023,9,POSC16SEP IKEA IRELAN,,15.4,supermarket,BOI,EUR
18/09/2023,2023,9,POSC16SEP PEPCO - 235,,6,supermarket,BOI,EUR
18/09/2023,2023,9,POSC16SEP Woodies Car,36.99,,Transfer,BOI,EUR
21/09/2023,2023,9,365 Online LAU K & C,15.97,,supermarket,BOI,EUR
21/09/2023,2023,9,POSC20SEP LIDL IRELAN,,28.72,supermarket,BOI,EUR
21/09/2023,2023,9,POSC20SEP LIDL IRELAN,,32.7,supermarket,BOI,EUR
22/09/2023,2023,9,POSC21SEP LEOPARDSTOW,,10,supermarket,BOI,EUR
22/09/2023,2023,9,POSC21SEP THE Q CAFE,,9.4,Meal,BOI,EUR
25/09/2023,2023,9,POS22SEP APPLE.COM/BI,,9.99,Subscription,BOI,EUR
25/09/2023,2023,9,POSC22SEP DUNNES LEOP,,20.3,supermarket,BOI,EUR
25/09/2023,2023,9,POSC22SEP TESCO STORE,,10,supermarket,BOI,EUR
25/09/2023,2023,9,POSC23SEP LIDL IRELAN,,5.64,supermarket,BOI,EUR
26/09/2023,2023,9,POSC25SEP DUNNES CORN,,20.75,supermarket,BOI,EUR
26/09/2023,2023,9,POSC25SEP THE VANILLA,,23.1,Meal,BOI,EUR
27/09/2023,2023,9,POSC26SEP DUBLIN AIRP,,3,Parking,BOI,EUR
29/09/2023,2023,9,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
29/09/2023,2023,9,POSC28SEP 0966 LIDL D,,1.98,supermarket,BOI,EUR
29/09/2023,2023,9,POSC28SEP 0966 LIDL D,,15.7,supermarket,BOI,EUR
29/09/2023,2023,9,POSC28SEP BARRY AND B,,22,Meal,BOI,EUR
29/09/2023,2023,9,POSC28SEP PEPCO - 235,,2,supermarket,BOI,EUR
03/10/2023,2023,10,365 Online LAU K & C,,35,Meal,BOI,EUR
03/10/2023,2023,10,ELECTRIC IREL SEPA DD,,378.34,Electricity,BOI,EUR
03/10/2023,2023,10,POS02OCT PARK MAGIC M,,40,Toll,BOI,EUR
03/10/2023,2023,10,POSC02OCT ASIA MARKET,,40.62,supermarket,BOI,EUR
03/10/2023,2023,10,V960358415031023FA SP,140,,Child Benefit,BOI,EUR
04/10/2023,2023,10,03OCT TESCO STORES,,30.25,supermarket,BOI,EUR
05/10/2023,2023,10,POS04OCT mytrip_ie_MJ,,4191.99,Travel,BOI,EUR
06/10/2023,2023,10,365 Online TANG YEUK,,38.4,Meal,BOI,EUR
06/10/2023,2023,10,Laya Healthca SEPA DD,,97.7,Insurance,BOI,EUR
06/10/2023,2023,10,Laya Healthca SEPA DD,,77.7,Insurance,BOI,EUR
06/10/2023,2023,10,POSC05OCT CAMILE DUN,,18.73,Meal,BOI,EUR
06/10/2023,2023,10,POSC05OCT MARKS AND S,,13.74,supermarket,BOI,EUR
06/10/2023,2023,10,POSC05OCT SV BLACKROC,,20.84,Meal,BOI,EUR
06/10/2023,2023,10,POSC05OCT WINDYRIDGE,,15.95,Meal,BOI,EUR
09/10/2023,2023,10,POSC06OCT DUNNES CORN,,20.58,supermarket,BOI,EUR
09/10/2023,2023,10,POSC06OCT LEOPARDSTOW,,10,Entertainment,BOI,EUR
09/10/2023,2023,10,POSC07OCT DUNNES CORN,,5.5,supermarket,BOI,EUR
09/10/2023,2023,10,POSC07OCT DUNNES CORN,,5.5,supermarket,BOI,EUR
09/10/2023,2023,10,POSC07OCT DUNNES CORN,,20.02,supermarket,BOI,EUR
09/10/2023,2023,10,POSC08OCT DUNNES LEOP,,1.84,supermarket,BOI,EUR
09/10/2023,2023,10,POSC08OCT LLOYDSPHARM,,11.95,supermarket,BOI,EUR
09/10/2023,2023,10,Vodafone Irel SEPA DD,,128.13,Mobile,BOI,EUR
10/10/2023,2023,10,POSC09OCT 0966 LIDL D,,8.26,supermarket,BOI,EUR
10/10/2023,2023,10,POSC09OCT 0966 LIDL D,,2.29,supermarket,BOI,EUR
10/10/2023,2023,10,POSC09OCT 0966 LIDL D,,6.17,supermarket,BOI,EUR
10/10/2023,2023,10,POSC09OCT THE VANILLA,,62.59,Meal,BOI,EUR
13/10/2023,2023,10,POSC12OCT DUNNES CORN,,21.09,supermarket,BOI,EUR
13/10/2023,2023,10,POSC12OCT DUNNES CORN,,20.39,supermarket,BOI,EUR
13/10/2023,2023,10,POSC12OCT LIDL IRELAN,,7.69,supermarket,BOI,EUR
13/10/2023,2023,10,POSC12OCT LIDL IRELAN,,4.67,supermarket,BOI,EUR
13/10/2023,2023,10,POSC12OCT STEPASIDE G,,11,supermarket,BOI,EUR
13/10/2023,2023,10,POSC12OCT Tonys Asian,,12.5,supermarket,BOI,EUR
16/10/2023,2023,10,POSC14OCT BEAR MARKET,,3.9,Meal,BOI,EUR
16/10/2023,2023,10,POSC14OCT Frascati Sh,,2,Parking,BOI,EUR
16/10/2023,2023,10,POSC14OCT MARKS AND S,,1.2,supermarket,BOI,EUR
16/10/2023,2023,10,POSC14OCT VOLPE NERA,,132,Meal,BOI,EUR
16/10/2023,2023,10,POSC15OCT IKEA IRELAN,,5.95,Furniture,BOI,EUR
16/10/2023,2023,10,POSC15OCT IKEA IRELAN,,24.25,Furniture,BOI,EUR
17/10/2023,2023,10,POSC16OCT NYA*Irish P,,4,Parking,BOI,EUR
17/10/2023,2023,10,POSC16OCT WICKLOW HEA,,38.4,Meal,BOI,EUR
18/10/2023,2023,10,365 Online FUNG SUK,22,,Meal,BOI,EUR
19/10/2023,2023,10,365 Online LAU K & C,,50.7,Furniture,BOI,EUR
19/10/2023,2023,10,POS18OCT Revolut**908,,31.49,Transfer,BOI,EUR
19/10/2023,2023,10,POSC18OCT SAINT GERMA,,65.6,Meal,BOI,EUR
19/10/2023,2023,10,POSC18OCT SPAR EXPRES,,42.48,Supermarket,BOI,EUR
19/10/2023,2023,10,POSC18OCT UTS TECHNOL,,2,Parking,BOI,EUR
20/10/2023,2023,10,POSC19OCT DUNNES LEOP,,20.99,Supermarket,BOI,EUR
20/10/2023,2023,10,POSC19OCT IKEA IRELAN,17,,Furniture,BOI,EUR
20/10/2023,2023,10,POSC19OCT Woodies Car,,5.99,Supermarket,BOI,EUR
23/10/2023,2023,10,POS20OCT Revolut**908,,150,Electrical Appliances,BOI,EUR
23/10/2023,2023,10,POS22OCT APPLE.COM/BI,,9.99,Subscription,BOI,EUR
23/10/2023,2023,10,POSC22OCT LIDL IRELAN,,5.48,Supermarket,BOI,EUR
23/10/2023,2023,10,POSC22OCT LIDL IRELAN,,2.48,Supermarket,BOI,EUR
23/10/2023,2023,10,POSC22OCT TESCO STORE,,21.32,Supermarket,BOI,EUR
24/10/2023,2023,10,POS23OCT lctennis.ie,,90,Entertainment,BOI,EUR
24/10/2023,2023,10,POSC23OCT 1909 DALKEY,,34.54,Meal,BOI,EUR
24/10/2023,2023,10,POSC23OCT WWW.PARKING,,4,Parking,BOI,EUR
25/10/2023,2023,10,POSC24OCT DUNNES BEAC,,20.32,Supermarket,BOI,EUR
25/10/2023,2023,10,POSC24OCT JYSK SANDYF,,33.49,Furniture,BOI,EUR
27/10/2023,2023,10,amazon water filter and switch,,42.96,Electrical Appliances,BOI,EUR
29/10/2023,2023,10,amazon pan,,38.84,Furniture,BOI,EUR
31/10/2023,2023,10,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
31/10/2023,2023,10,POS27OCT TEMU.COM,,36.13,Supermarket,BOI,EUR
