Date,Year,Month,Details,Income,Spending,Category,Source,Currency
21/12/2022,2022,12,POSC20DEC IKEA IRELAN,,107.09,Furniture,BOI,EUR
21/12/2022,2022,12,POSC20DEC TESCO STORE,,4.99,Supermarket,BOI,EUR
23/12/2022,2022,12,POS21DEC APPLE.COM/BI,,5.99,Subscription,BOI,EUR
23/12/2022,2022,12,POS22DEC APPLE.COM/BI,,9.99,Subscription,BOI,EUR
26/12/2022,2022,12,Amazon bissel spotclean pro,,0,Electrical Appliances,BOI,EUR
27/12/2022,2022,12,Amazon hand blender,,43.43,Electrical Appliances,BOI,EUR
28/12/2022,2022,12,Amazon Shower valve,,8.78,Tool,BOI,EUR
29/12/2022,2022,12,POS23DEC TooGoodToG l,,9.99,Supermarket,BOI,EUR
29/12/2022,2022,12,POS23DEC TooGoodToG y,,4.99,Supermarket,BOI,EUR
29/12/2022,2022,12,POS27DEC KOFI DONATIO,,10,Donation,BOI,EUR
29/12/2022,2022,12,POS27DEC TooGoodToG 0,,4.99,Supermarket,BOI,EUR
29/12/2022,2022,12,POSC23DEC DUNNES LEOP,,29.6,Supermarket,BOI,EUR
29/12/2022,2022,12,POSC24DEC TESCO STORE,,27.05,Supermarket,BOI,EUR
29/12/2022,2022,12,POSC27DEC DUNNES CORN,,22.4,Supermarket,BOI,EUR
29/12/2022,2022,12,POSC27DEC TESCO STORE,,10,Supermarket,BOI,EUR
29/12/2022,2022,12,POSC27DEC TESCO STORE,2,,Supermarket,BOI,EUR
30/12/2022,2022,12,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
30/12/2022,2022,12,POS29DEC SCREWFIX IRE,,9.55,Tool,BOI,EUR
30/12/2022,2022,12,POSC29DEC ALDI 18 872,,19.04,Supermarket,BOI,EUR
30/12/2022,2022,12,POSC29DEC ASIA MARKET,,13.9,Supermarket,BOI,EUR
30/12/2022,2022,12,POSC29DEC ASIA MARKET,,19.25,Supermarket,BOI,EUR
30/12/2022,2022,12,POSC29DEC B & Q IRELA,,26.6,Furniture,BOI,EUR
30/12/2022,2022,12,POSC29DEC BURGER KING,,10,Meal,BOI,EUR
30/12/2022,2022,12,POSC29DEC CATERWORLD,,87.59,Supermarket,BOI,EUR
30/12/2022,2022,12,POSC29DEC POUNDLAND,,10,Supermarket,BOI,EUR
01/01/2023,2023,1,Amazon darkroom light,,37.05,Electrical Appliances,BOI,EUR
01/01/2023,2023,1,Amazon White edging tape,,4.58,Tool,BOI,EUR
03/01/2023,2023,1,POSC02JAN ADIDAS IREL,,123,Clothing,BOI,EUR
03/01/2023,2023,1,POSC02JAN Lindt Kilda,,12.75,Supermarket,BOI,EUR
03/01/2023,2023,1,POSC02JAN SABA KILDAR,,71.35,Meal,BOI,EUR
03/01/2023,2023,1,POSC31DEC DUNNES CORN,,46.78,Supermarket,BOI,EUR
03/01/2023,2023,1,POSC31DEC TESCO STORE,,12.16,Supermarket,BOI,EUR
04/01/2023,2023,1,POSC03JAN TESCO STORE,,17,Supermarket,BOI,EUR
05/01/2023,2023,1,05JAN DUNNES CORNELS,,23.03,Supermarket,BOI,EUR
05/01/2023,2023,1,05JAN DUNNES CORNELS,,10.5,Supermarket,BOI,EUR
09/01/2023,2023,1,365 Online LAU K & C,100,,Transfer,BOI,EUR
09/01/2023,2023,1,POS08JAN LEAP CARD AP,,5,Transport,BOI,EUR
09/01/2023,2023,1,POSC07JAN 0966 LIDL D,,16.35,Supermarket,BOI,EUR
09/01/2023,2023,1,POSC07JAN HARVEY NORM,,598,Furniture,BOI,EUR
09/01/2023,2023,1,POSC07JAN SUPERVALU D,,2.49,Supermarket,BOI,EUR
09/01/2023,2023,1,POSC07JAN SUPERVALU D,,2.75,Supermarket,BOI,EUR
09/01/2023,2023,1,POSC07JAN TESCO STORE,,23.88,Supermarket,BOI,EUR
09/01/2023,2023,1,POSC08JAN JOHNNIE FOX,,71.9,Meal,BOI,EUR
09/01/2023,2023,1,Vodafone Irel SEPA DD,,85,Mobile,BOI,EUR
10/01/2023,2023,1,365 Online LAU K & C,21,,Transfer,BOI,EUR
12/01/2023,2023,1,POS11JAN TooGoodToG 2,,4.99,Supermarket,BOI,EUR
12/01/2023,2023,1,POSC11JAN BURGER KING,,10.5,Meal,BOI,EUR
12/01/2023,2023,1,POSC11JAN DUNNES LEOP,,21.48,Supermarket,BOI,EUR
13/01/2023,2023,1,POS12JAN EFLOW BARRIE,29.5,,Toll,BOI,EUR
13/01/2023,2023,1,POSC11JAN AN POST-OFF,,5,Postal,BOI,EUR
13/01/2023,2023,1,POSC11JAN AN POST-OFF,,12.5,Postal,BOI,EUR
16/01/2023,2023,1,POS15JAN WWW.GAISCE.I,,15,entertainment,BOI,EUR
16/01/2023,2023,1,POSC13JAN CIRCLE K KI,,47.62,Fuel,BOI,EUR
16/01/2023,2023,1,POSC14JAN DUNNES LEOP,,11.85,Supermarket,BOI,EUR
16/01/2023,2023,1,POSC14JAN DUNNES LEOP,,23.84,Supermarket,BOI,EUR
17/01/2023,2023,1,POS16JAN IKEA IRELAND,24,,Furniture,BOI,EUR
17/01/2023,2023,1,POS16JAN PATTAYA THAI,,29.6,Meal,BOI,EUR
17/01/2023,2023,1,POS16JAN WWW.DRIVINGT,,85,License,BOI,EUR
17/01/2023,2023,1,POS16JAN WWW.DRIVINGT,,85,License,BOI,EUR
17/01/2023,2023,1,POSC16JAN ASIA MARKET,,14.14,Supermarket,BOI,EUR
17/01/2023,2023,1,POSC16JAN IKEA IRELAN,,2.95,Furniture,BOI,EUR
17/01/2023,2023,1,POSC16JAN POUNDLAND,,3.5,Supermarket,BOI,EUR
19/01/2023,2023,1,POSC18JAN TESCO STORE,,9.31,Supermarket,BOI,EUR
20/01/2023,2023,1,amazon birthday cake topping,,4.5,Stationaries,BOI,EUR
20/01/2023,2023,1,POSC19JAN DUNNES LEOP,,21.2,Supermarket,BOI,EUR
23/01/2023,2023,1,POS21JAN APPLE.COM/BI,,5.99,Subscription,BOI,EUR
23/01/2023,2023,1,POS22JAN APPLE.COM/BI,,9.99,Subscription,BOI,EUR
23/01/2023,2023,1,POSC20JAN TESCO STORE,,36.19,Supermarket,BOI,EUR
24/01/2023,2023,1,amazon furniture legs,,23.15,Transfer,BOI,EUR
26/01/2023,2023,1,POS25JAN TCD.IE BOOK,,34,Entertainment,BOI,EUR
26/01/2023,2023,1,POSC25JAN DUNNES CORN,,28.74,Supermarket,BOI,EUR
27/01/2023,2023,1,POSC26JAN ALDI 85 872,,1.18,Supermarket,BOI,EUR
27/01/2023,2023,1,POSC26JAN CARD FACTOR,,1.25,Stationaries,BOI,EUR
27/01/2023,2023,1,POSC26JAN LIDL IRELAN,,9.77,Supermarket,BOI,EUR
27/01/2023,2023,1,POSC26JAN LIDL IRELAN,,6.53,Supermarket,BOI,EUR
27/01/2023,2023,1,POSC26JAN TESCO STORE,,1.35,Supermarket,BOI,EUR
30/01/2023,2023,1,POS28JAN APCOA PARKIN,,4,Parking,BOI,EUR
30/01/2023,2023,1,POS28JAN LEAP CARD AP,,5,Transport,BOI,EUR
30/01/2023,2023,1,POS28JAN LEAP CARD AP,,5,Transport,BOI,EUR
30/01/2023,2023,1,POS28JAN LEAP CARD AP,,5,Transport,BOI,EUR
30/01/2023,2023,1,POS28JAN LEAP CARD AP,,5,Transport,BOI,EUR
30/01/2023,2023,1,POS29JAN YOUNG ADULT,,8,Meal,BOI,EUR
30/01/2023,2023,1,POSC28JAN Ka Shing,,51.4,Meal,BOI,EUR
30/01/2023,2023,1,POSC28JAN NANAS TEA,,15.2,Meal,BOI,EUR
30/01/2023,2023,1,POSC29JAN BAAN THAI R,,96.85,Meal,BOI,EUR
31/01/2023,2023,1,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
31/01/2023,2023,1,POSC30JAN DUNNES CORN,,24.31,Supermarket,BOI,EUR
01/02/2023,2023,2,GOVT DUTY ATM/POS2485,,0.36,Bank,BOI,EUR
01/02/2023,2023,2,GOVT DUTY ATM/POS6321,,0.36,Bank,BOI,EUR
01/02/2023,2023,2,POSC31JAN 0557 LIDL P,,40.58,Supermarket,BOI,EUR
01/02/2023,2023,2,POSC31JAN DUNNES CORN,4,,Supermarket,BOI,EUR
02/02/2023,2023,2,ELECTRIC IREL SEPA DD,,389.33,Electricity,BOI,EUR
06/02/2023,2023,2,amazon zigbee TRV,,54.13,Electrical Appliances,BOI,EUR
07/02/2023,2023,2,365 Online WAN HOI Y,,100,Transfer,BOI,EUR
07/02/2023,2023,2,POSC03FEB LIDL IRELAN,,18.62,Supermarket,BOI,EUR
07/02/2023,2023,2,POSC03FEB LIDL IRELAN,,14.38,Supermarket,BOI,EUR
07/02/2023,2023,2,POSC05FEB AVOCA SUGAR,,59.25,Meal,BOI,EUR
07/02/2023,2023,2,POSC06FEB COSTA,,8,Supermarket,BOI,EUR
07/02/2023,2023,2,POSC06FEB DUNNES LEOP,,21.59,Supermarket,BOI,EUR
07/02/2023,2023,2,Vodafone Irel SEPA DD,,85,Mobile,BOI,EUR
08/02/2023,2023,2,POSC07FEB FITZERS CAT,,15,Meal,BOI,EUR
09/02/2023,2023,2,365 Online LAU K & C,46,,Transfer,BOI,EUR
09/02/2023,2023,2,POS08FEB COST PER COP,,381.24,Electrical Appliances,BOI,EUR
10/02/2023,2023,2,Laya Healthca SEPA DD,,77.74,Insurance,BOI,EUR
10/02/2023,2023,2,Laya Healthca SEPA DD,,97.63,Insurance,BOI,EUR
10/02/2023,2023,2,POSC09FEB LIDL IRELAN,,9.85,Supermarket,BOI,EUR
10/02/2023,2023,2,POSC09FEB LIDL IRELAN,,6.89,Supermarket,BOI,EUR
10/02/2023,2023,2,POSC09FEB LIDL IRELAN,34.99,,Supermarket,BOI,EUR
13/02/2023,2023,2,POS10FEB Revolut**292,,15,Transfer,BOI,EUR
13/02/2023,2023,2,POSC10FEB DUNNES CORN,,23.3,Supermarket,BOI,EUR
13/02/2023,2023,2,POSC10FEB DUNNES CORN,,10.5,Supermarket,BOI,EUR
13/02/2023,2023,2,POSC12FEB SUSHIDA DUN,,40,Meal,BOI,EUR
13/02/2023,2023,2,POSC12FEB TESCO STORE,,26.09,Supermarket,BOI,EUR
14/02/2023,2023,2,POSC13FEB Decathlon B,,69,Clothing,BOI,EUR
14/02/2023,2023,2,POSC13FEB IKEA IRELAN,,9.1,Furniture,BOI,EUR
14/02/2023,2023,2,POSC13FEB JYSK SANTRY,30,,Furniture,BOI,EUR
14/02/2023,2023,2,POSC13FEB LIDL IRELAN,,17.5,Supermarket,BOI,EUR
14/02/2023,2023,2,POSC13FEB THE PLAZA C,,39.6,Meal,BOI,EUR
15/02/2023,2023,2,POS14FEB EFLOW.IE,,3.2,Toll,BOI,EUR
15/02/2023,2023,2,POS14FEB EFLOW.IE,3.2,,Toll,BOI,EUR
15/02/2023,2023,2,POSC13FEB IKEA IRELAN,,201.5,Furniture,BOI,EUR
15/02/2023,2023,2,POSC14FEB DUNNES HENR,,3.99,Supermarket,BOI,EUR
15/02/2023,2023,2,POSC14FEB DUNNES HENR,,3.99,Supermarket,BOI,EUR
15/02/2023,2023,2,POSC14FEB PENNEYS MAR,,13.5,Supermarket,BOI,EUR
15/02/2023,2023,2,POSC14FEB TESCO STORE,,2.89,Supermarket,BOI,EUR
16/02/2023,2023,2,amazon Greenpan,,0,Furniture,BOI,EUR
17/02/2023,2023,2,POSC16FEB 0557 LIDL P,,2.95,Supermarket,BOI,EUR
17/02/2023,2023,2,POSC16FEB 0557 LIDL P,,4.54,Supermarket,BOI,EUR
17/02/2023,2023,2,POSC16FEB DUNNES CORN,,23.87,Supermarket,BOI,EUR
20/02/2023,2023,2,POSC19FEB DUNNES LEOP,,20.07,Supermarket,BOI,EUR
20/02/2023,2023,2,POSC19FEB TESCO STORE,,25.52,Supermarket,BOI,EUR
21/02/2023,2023,2,POS20FEB LEAP CARD AP,5,,Transport,BOI,EUR
21/02/2023,2023,2,POS21FEB Revolut**514 add value 100,,100,Transfer,BOI,EUR
21/02/2023,2023,2,POSC20FEB DR MARIA BO,,65,Doctor,BOI,EUR
21/02/2023,2023,2,POSC20FEB LIDL IRELAN,,7.42,Supermarket,BOI,EUR
22/02/2023,2023,2,LHC-OP0221 6563002CTO,14,,Doctor,BOI,EUR
22/02/2023,2023,2,POS21FEB APPLE.COM/BI,,5.99,Subscription,BOI,EUR
22/02/2023,2023,2,POSC21FEB ASIA MARKET,,11.85,Supermarket,BOI,EUR
22/02/2023,2023,2,POSC21FEB BURGER KING,,7,Meal,BOI,EUR
22/02/2023,2023,2,POSC21FEB POUNDLAND,,6.5,Supermarket,BOI,EUR
23/02/2023,2023,2,POS22FEB APPLE.COM/BI,,9.99,Subscription,BOI,EUR
24/02/2023,2023,2,amazon solar LED and cloth rack,,152.83,Transfer,BOI,EUR
27/02/2023,2023,2,365 Online LAU K & C ,,0,Transfer,BOI,EUR
27/02/2023,2023,2,POSC24FEB DUNNES KILN,,22,Supermarket,BOI,EUR
27/02/2023,2023,2,POSC24FEB DUNNES KILN,,7.98,Supermarket,BOI,EUR
28/02/2023,2023,2,27FEB LIDL IRELAND L,,7.17,Supermarket,BOI,EUR
28/02/2023,2023,2,27FEB MCDONALDS,,4,Meal,BOI,EUR
28/02/2023,2023,2,27FEB MCDONALDS,,4,Meal,BOI,EUR
28/02/2023,2023,2,27FEB MR PRICE,,7.98,Supermarket,BOI,EUR
28/02/2023,2023,2,27FEB PENNEYS NUTGRO,,2,Supermarket,BOI,EUR
28/02/2023,2023,2,27FEB TESCO STORES,,35.26,Supermarket,BOI,EUR
28/02/2023,2023,2,amazon solar LED,,23.15,Transfer,BOI,EUR
28/02/2023,2023,2,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
02/03/2023,2023,3,POS01MAR CIRCLE K GRO,,38.54,Fuel,BOI,EUR
02/03/2023,2023,3,POSC01MAR APCOA PARKI,,1,Parking,BOI,EUR
02/03/2023,2023,3,POSC01MAR APCOA PARKI,,1,Parking,BOI,EUR
02/03/2023,2023,3,POSC01MAR CN DUCK,,21.9,Meal,BOI,EUR
02/03/2023,2023,3,POSC01MAR LIDL IRELAN,,1.99,Supermarket,BOI,EUR
02/03/2023,2023,3,POSC01MAR LIDL IRELAN,,1.69,Supermarket,BOI,EUR
03/03/2023,2023,3,POS02MAR TooGoodToG i,,4.99,Supermarket,BOI,EUR
03/03/2023,2023,3,POSC02MAR BURGER KING,,11.36,Meal,BOI,EUR
03/03/2023,2023,3,POSC02MAR DR MARIA BO,,100,Doctor,BOI,EUR
03/03/2023,2023,3,POSC02MAR DUNNES CORN,,21.55,Supermarket,BOI,EUR
03/03/2023,2023,3,POSC02MAR LIDL IRELAN,,1.49,Supermarket,BOI,EUR
03/03/2023,2023,3,POSC02MAR LIDL IRELAN,,1.85,Supermarket,BOI,EUR
06/03/2023,2023,3,LHC-OP0303 6563002CTO,15,,Doctor,BOI,EUR
06/03/2023,2023,3,POSC03MAR LIDL IRELAN,,5.86,Supermarket,BOI,EUR
06/03/2023,2023,3,POSC05MAR MCDONALDS 7,,7.8,Meal,BOI,EUR
06/03/2023,2023,3,POSC05MAR MR PRICE,,1.99,Supermarket,BOI,EUR
06/03/2023,2023,3,POSC05MAR TESCO STORE,,15.18,Supermarket,BOI,EUR
07/03/2023,2023,3,06MAR DUNNES KILNAMA,,7.98,Supermarket,BOI,EUR
07/03/2023,2023,3,06MAR DUNNES KILNAMA,,3.5,Supermarket,BOI,EUR
07/03/2023,2023,3,4507993283 Leap Ca SP,3.6,,Transport,BOI,EUR
08/03/2023,2023,3,POS07MAR ODEON,,27,Entertainment,BOI,EUR
08/03/2023,2023,3,POSC07MAR TESCO STORE,,23.08,Supermarket,BOI,EUR
09/03/2023,2023,3,POSC08MAR BURGER KING,,7.5,Meal,BOI,EUR
10/03/2023,2023,3,Laya Healthca SEPA DD,,77.7,Insurance,BOI,EUR
10/03/2023,2023,3,Laya Healthca SEPA DD,,97.7,Insurance,BOI,EUR
10/03/2023,2023,3,POSC09MAR DUNNES CORN,,20.45,Supermarket,BOI,EUR
10/03/2023,2023,3,POSC09MAR LIDL IRELAN,,3.98,Supermarket,BOI,EUR
10/03/2023,2023,3,POSC09MAR LIDL IRELAN,,1.38,Supermarket,BOI,EUR
10/03/2023,2023,3,POSC09MAR STARBUCKS B,,17.15,Meal,BOI,EUR
13/03/2023,2023,3,POSC10MAR EASON,,29.97,Supermarket,BOI,EUR
13/03/2023,2023,3,POSC10MAR PEACH TREE,,34.1,Meal,BOI,EUR
13/03/2023,2023,3,POSC10MAR TESCO STORE,,8,Supermarket,BOI,EUR
13/03/2023,2023,3,POSC10MAR THE SQUARE,,1,Parking,BOI,EUR
13/03/2023,2023,3,POSC11MAR EURO CAR PA,,12,Parking,BOI,EUR
13/03/2023,2023,3,Vodafone Irel SEPA DD,,85.69,Mobile,BOI,EUR
14/03/2023,2023,3,POSC13MAR DUNNES CORN,,22.79,Supermarket,BOI,EUR
15/03/2023,2023,3,POS14MAR LOTTOLAND,,5,Others,BOI,EUR
15/03/2023,2023,3,POS14MAR WWW.DRIVINGT,,85,License,BOI,EUR
20/03/2023,2023,3,POS17MAR LEAP CARD AP,,6,Transport,BOI,EUR
20/03/2023,2023,3,POSC16MAR ASIA MARKET,,20.56,Supermarket,BOI,EUR
20/03/2023,2023,3,POSC16MAR ASIA MARKET,,31.22,Supermarket,BOI,EUR
20/03/2023,2023,3,POSC16MAR BRENTWOOD C,,3.85,Meal,BOI,EUR
20/03/2023,2023,3,POSC16MAR CATERWORLD,,47.4,Supermarket,BOI,EUR
20/03/2023,2023,3,POSC16MAR LIDL IRELAN,,9.65,Supermarket,BOI,EUR
20/03/2023,2023,3,POSC16MAR LIDL IRELAN,,2.79,Supermarket,BOI,EUR
20/03/2023,2023,3,POSC16MAR POUNDLAND,,2,Supermarket,BOI,EUR
20/03/2023,2023,3,POSC17MAR ANNS HOUSE,,115.72,Meal,BOI,EUR
20/03/2023,2023,3,POSC17MAR BUTLER'S CH,,10,Supermarket,BOI,EUR
20/03/2023,2023,3,POSC17MAR BUTLERS CHO,,8,Supermarket,BOI,EUR
20/03/2023,2023,3,POSC18MAR DUNNES CORN,,20.07,Supermarket,BOI,EUR
20/03/2023,2023,3,POSC18MAR DUNNES CORN,,7.98,Supermarket,BOI,EUR
21/03/2023,2023,3,365 Online LAU K & C,51.84,,Transfer,BOI,EUR
21/03/2023,2023,3,POSC20MAR 0966 LIDL D,,4.17,Supermarket,BOI,EUR
21/03/2023,2023,3,POSC20MAR DUNNES LEOP,,1.09,Supermarket,BOI,EUR
21/03/2023,2023,3,POSC20MAR IKEA IRELAN,14,,Furniture,BOI,EUR
21/03/2023,2023,3,POSC20MAR NDLS LEOPAR,,55,License,BOI,EUR
21/03/2023,2023,3,Revenue Commi SEPA DD,,573,Tax,BOI,EUR
22/03/2023,2023,3,POS20MAR AXA INSURANC,,302.2,Insurance,BOI,EUR
22/03/2023,2023,3,POS21MAR APPLE.COM/BI,,9.99,Subscription,BOI,EUR
22/03/2023,2023,3,POS21MAR Revolut**454,,100,Transfer,BOI,EUR
22/03/2023,2023,3,POSC21MAR DR MARIA BO,,65,Doctor,BOI,EUR
23/03/2023,2023,3,LHC-OP0322 6563002CTO,15,,Doctor,BOI,EUR
23/03/2023,2023,3,POS22MAR APPLE.COM/BI,,9.99,Subscription,BOI,EUR
24/03/2023,2023,3,POS23MAR LEAP CARD AP,,5,Transport,BOI,EUR
24/03/2023,2023,3,POS23MAR LEAP CARD AP,,5,Transport,BOI,EUR
24/03/2023,2023,3,POSC23MAR ARNOTTS,,22.4,Supermarket,BOI,EUR
24/03/2023,2023,3,POSC23MAR DUNNES HENR,,7.98,Supermarket,BOI,EUR
24/03/2023,2023,3,POSC23MAR EASON,,9.99,Stationaries,BOI,EUR
27/03/2023,2023,3,POSC24MAR SSP IRELAND,,8.95,Meal,BOI,EUR
30/03/2023,2023,3,Amazon hair dresser,,78.75,Electrical Appliances,BOI,EUR
31/03/2023,2023,3,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
04/04/2023,2023,4,ELECTRIC IREL SEPA DD,,362.18,Electricity,BOI,EUR
06/04/2023,2023,4,Laya Healthca SEPA DD,,77.7,Insurance,BOI,EUR
06/04/2023,2023,4,Laya Healthca SEPA DD,,97.7,Insurance,BOI,EUR
11/04/2023,2023,4,Vodafone Irel SEPA DD,,85,Mobile,BOI,EUR
13/04/2023,2023,4,POSC12APR AUTOGRILL G,,11.8,Meal,BOI,EUR
13/04/2023,2023,4,POSC12APR CAFE AM ROE,,25.7,Meal,BOI,EUR
13/04/2023,2023,4,POSC12APR FFM Flughaf,,19.1,Meal,BOI,EUR
13/04/2023,2023,4,POSC12APR FraSec Serv,,9.5,Travel,BOI,EUR
14/04/2023,2023,4,POS12APR DUBLIN AIRPO,,3,Parking,BOI,EUR
14/04/2023,2023,4,POSC13APR DUNNES CORN,,23.9,Supermarket,BOI,EUR
14/04/2023,2023,4,POSC13APR DUNNES CORN,,29.61,Supermarket,BOI,EUR
14/04/2023,2023,4,POSC13APR DUNNES CORN,,11.95,Supermarket,BOI,EUR
17/04/2023,2023,4,POSC15APR DUNNES LEOP,,35.89,Supermarket,BOI,EUR
19/04/2023,2023,4,POSC18APR DUNNES CORN,,5.25,Supermarket,BOI,EUR
19/04/2023,2023,4,POSC18APR DUNNES CORN,,5.25,Supermarket,BOI,EUR
19/04/2023,2023,4,POSC18APR DUNNES CORN,,22.68,Supermarket,BOI,EUR
19/04/2023,2023,4,POSC18APR TESCO STORE,,18.21,Supermarket,BOI,EUR
21/04/2023,2023,4,POSC20APR LIDL IRELAN,,13.05,Supermarket,BOI,EUR
21/04/2023,2023,4,POSC20APR LIDL IRELAN,,3.34,Supermarket,BOI,EUR
24/04/2023,2023,4,365 Online LAU K & C,,36.5,Supermarket,BOI,EUR
24/04/2023,2023,4,365 Online WAN HOI Y,,50,Transfer,BOI,EUR
24/04/2023,2023,4,POS21APR FIRST IRELAN,20.32,,Insurance,BOI,EUR
24/04/2023,2023,4,POS22APR APPLE.COM/BI,,9.99,Subscription,BOI,EUR
24/04/2023,2023,4,POSC22APR ASIA MARKET,,13.62,Supermarket,BOI,EUR
24/04/2023,2023,4,POSC22APR ASIA MARKET,,38.5,Supermarket,BOI,EUR
24/04/2023,2023,4,POSC22APR CATERWORLD,,49.45,Supermarket,BOI,EUR
24/04/2023,2023,4,POSC22APR DUNNES CORN,,29.46,Supermarket,BOI,EUR
24/04/2023,2023,4,POSC22APR LIDL IRELAN,,6.78,Supermarket,BOI,EUR
24/04/2023,2023,4,POSC23APR TESCO STORE,,15.19,Supermarket,BOI,EUR
27/04/2023,2023,4,POS26APR ALEXANDRA CO,,18,School,BOI,EUR
27/04/2023,2023,4,POS26APR TooGoodToG m,,3.99,Meal,BOI,EUR
27/04/2023,2023,4,POSC26APR POUNDLAND,,5,Supermarket,BOI,EUR
28/04/2023,2023,4,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
28/04/2023,2023,4,POSC27APR BURGER KING,,9.15,Meal,BOI,EUR
28/04/2023,2023,4,POSC27APR LIDL IRELAN,,3.49,Supermarket,BOI,EUR
28/04/2023,2023,4,POSC27APR LIDL IRELAN,,6.96,Supermarket,BOI,EUR
02/05/2023,2023,5,POS30APR B&Q IRELAND,,114.6,Meal,BOI,EUR
02/05/2023,2023,5,POSC02MAY NDLS LEOPAR,,55,License,BOI,EUR
02/05/2023,2023,5,POSC27APR DUNNES KILN,,20.21,Supermarket,BOI,EUR
02/05/2023,2023,5,POSC28APR CIRCLE K EG,,46.81,Fuel,BOI,EUR
02/05/2023,2023,5,POSC28APR DUNNES CORN,,20.44,Supermarket,BOI,EUR
02/05/2023,2023,5,POSC29APR DUNNES CORN,,20.48,Supermarket,BOI,EUR
03/05/2023,2023,5,POSC02MAY DUNNES LEOP,,20.9,Supermarket,BOI,EUR
04/05/2023,2023,5,POSC03MAY DUNNES CORN,,11.95,Supermarket,BOI,EUR
04/05/2023,2023,5,POSC03MAY DUNNES CORN,,11.95,Supermarket,BOI,EUR
05/05/2023,2023,5,04MAY JJ Darboven,,16.8,Meal,BOI,EUR
05/05/2023,2023,5,04MAY LIDL IRELAND L,,4.38,Supermarket,BOI,EUR
05/05/2023,2023,5,04MAY LIDL IRELAND L,,3.78,Supermarket,BOI,EUR
05/05/2023,2023,5,05MAY TESCO STORES 6,,3.39,Supermarket,BOI,EUR
05/05/2023,2023,5,365 Online LAU K & C,60.59,,Transfer,BOI,EUR
05/05/2023,2023,5,365 Online WAN HOI Y,,100,Transfer,BOI,EUR
05/05/2023,2023,5,Laya Healthca SEPA,,77.7,Insurance,BOI,EUR
05/05/2023,2023,5,Laya Healthca SEPA,,97.7,Insurance,BOI,EUR
08/05/2023,2023,5,365 Online WAN HOI Y,,100,Transfer,BOI,EUR
08/05/2023,2023,5,POSC05MAY TESCO STORE,,3.39,Supermarket,BOI,EUR
08/05/2023,2023,5,Vodafone Irel SEPA DD,,146.62,Mobile,BOI,EUR
09/05/2023,2023,5,POS08MAY TV LICENCE O,,160,License,BOI,EUR
10/05/2023,2023,5,POSC09MAY DUNNES CORN,,20.08,Supermarket,BOI,EUR
10/05/2023,2023,5,POSC09MAY DUNNES CORN,,7.98,Supermarket,BOI,EUR
11/05/2023,2023,5,POSC09MAY AN POST-OFF,,17.3,Postal,BOI,EUR
12/05/2023,2023,5,POSC11MAY LIDL IRELAN,,9.98,Supermarket,BOI,EUR
12/05/2023,2023,5,POSC11MAY LIDL IRELAN,,20.38,Supermarket,BOI,EUR
15/05/2023,2023,5,POS13MAY DUBLIN AIRPO,,72,Travel,BOI,EUR
15/05/2023,2023,5,POS13MAY EPML DE INTE,,34,Travel,BOI,EUR
17/05/2023,2023,5,POSC16MAY ASIA MARKET,,3.7,Supermarket,BOI,EUR
17/05/2023,2023,5,POSC16MAY ASIA MARKET,,30.98,Supermarket,BOI,EUR
18/05/2023,2023,5,POSC17MAY AVOCA SUGAR,,85.6,Meal,BOI,EUR
18/05/2023,2023,5,POSC17MAY DUNNES CORN,,20.81,Supermarket,BOI,EUR
22/05/2023,2023,5,POS21MAY Revolut**181,,100,Transfer,BOI,EUR
22/05/2023,2023,5,POSC19MAY LIDL IRELAN,,5.01,Supermarket,BOI,EUR
22/05/2023,2023,5,POSC19MAY LIDL IRELAN,,19.07,Supermarket,BOI,EUR
23/05/2023,2023,5,POSC22MAY LIDL IRELAN,,47.64,Supermarket,BOI,EUR
24/05/2023,2023,5,POS22MAY APPLE.COM/BI,,9.99,Subscription,BOI,EUR
26/05/2023,2023,5,POSC25MAY LIDL IRELAN,,18.63,Supermarket,BOI,EUR
26/05/2023,2023,5,POSC25MAY LIDL IRELAN,,1.83,Supermarket,BOI,EUR
31/05/2023,2023,5,FEE: MAINTAINING ACC,,6,Bank,BOI,EUR
06/06/2023,2023,6,Amazon cloth rack and book,,71.28,Furniture,BOI,EUR
06/06/2023,2023,6,ELECTRIC IREL SEPA DD,,336.15,Electricity,BOI,EUR
06/06/2023,2023,6,POS04JUN PARK MAGIC M,,40,Toll,BOI,EUR
06/06/2023,2023,6,POSC04JUN DUNNES CORN,,30.9,Supermarket,BOI,EUR
06/06/2023,2023,6,POSC04JUN DUNNES CORN,,8.8,Supermarket,BOI,EUR
06/06/2023,2023,6,POSC04JUN TESCO STORE,,17.73,Supermarket,BOI,EUR
08/06/2023,2023,6,Amazon osmo,,30.84,Furniture,BOI,EUR
08/06/2023,2023,6,DUNNES,,22.19,Supermarket,BOI,EUR
08/06/2023,2023,6,IKEA,,5.05,Furniture,BOI,EUR
08/06/2023,2023,6,IKEA,,246,Furniture,BOI,EUR
08/06/2023,2023,6,JYSK,,23.5,Furniture,BOI,EUR
